exception_name,count,origin
ValueError,204,sys
TypeError,169,sys
UnsupportedAlgorithm,47,usr
AlreadyFinalized,29,usr
InvalidToken,12,usr
InvalidKey,8,usr
NotImplementedError,5,sys
RuntimeError,5,sys
InvalidSignature,5,usr
InvalidTag,4,usr
InterfaceNotImplemented,2,usr
ExtensionNotFound,2,usr
InvalidUnwrap,2,usr
NotYetFinalized,1,usr
InvalidVersion,1,usr
DuplicateExtension,1,usr
IndexError,1,sys
InternalError,1,usr
UnsupportedGeneralNameType,1,usr
AlreadyUpdated,1,usr
